Key,Values,Level,Message
<class>assembly.Builder.java</class><start>1942</start><end>1974</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'ArrayAccess', 'NumberLiteral', 'IfStatement', 'InfixExpression', 'NumberLiteral', 'ExpressionStatement', 'MethodInvocation', 'ArrayAccess', 'NumberLiteral', 'ReturnStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation']",info,Startup stage
<class>assembly.Builder.java</class><start>2043</start><end>2045</end>,"['Modifier', 'Modifier', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'ReturnStatement']",info,   feature repository  |  is blacklisted
<class>assembly.Builder.java</class><start>2050</start><end>2054</end>,"['Modifier', 'Modifier', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'ReturnStatement', 'SynchronizedStatement', 'SynchronizedStatement', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'IfStatement', 'SynchronizedStatement', 'SynchronizedStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation']",info,      adding feature repository: 
<class>assembly.Builder.java</class><start>2065</start><end>2067</end>,"['Modifier', 'Modifier', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'ReturnStatement', 'SynchronizedStatement', 'SynchronizedStatement', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'IfStatement', 'SynchronizedStatement', 'SynchronizedStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'TryStatement', 'VariableDeclarationExpression', 'VariableDeclarationFragment', 'MethodInvocation', 'TryStatement', 'VariableDeclarationExpression', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ContinueStatement', 'ContinueStatement']",info,   referenced feature repository  |  is blacklisted
<class>assembly.Builder.java</class><start>2094</start><end>2095</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'InfixExpression', 'StringLiteral', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'MethodInvocation']",info,Generating {} profile
<class>assembly.Builder.java</class><start>2096</start><end>2097</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'InfixExpression', 'StringLiteral', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'MethodInvocation']",info,Generating {} profile with parents: {}
<class>assembly.AssemblyDeployCallback.java</class><start>159</start><end>161</end>,"['ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'ContinueStatement']",info,      not changing existing config file: {}
<class>assembly.AssemblyDeployCallback.java</class><start>177</start><end>179</end>,"['ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'ContinueStatement', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation']",info,      appending to config file: {}
<class>assembly.AssemblyDeployCallback.java</class><start>180</start><end>182</end>,"['ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'ContinueStatement', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation']",info,      adding config file: {}
<class>assembly.AssemblyDeployCallback.java</class><start>260</start><end>263</end>,"['IfStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'ThrowStatement', 'ClassInstanceCreation', 'InfixExpression', 'StringLiteral', 'StringLiteral']",info,      adding maven artifact: 
<class>assembly.AssemblyDeployCallback.java</class><start>308</start><end>309</end>,"['ExpressionStatement', 'MethodInvocation', 'MethodInvocation']",info,      skipping blacklisted bundle: {}
<class>assembly.ConfigInstaller.java</class><start>68</start><end>70</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'EnhancedForStatement', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'ContinueStatement']",info,      not changing existing config file: {}
<class>assembly.ConfigInstaller.java</class><start>86</start><end>88</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'EnhancedForStatement', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'ContinueStatement', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'NullLiteral', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation']",info,      appending to config file: {}
<class>assembly.ConfigInstaller.java</class><start>89</start><end>91</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'EnhancedForStatement', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'ContinueStatement', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'NullLiteral', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation']",info,      adding config file: {}
<class>assembly.Slf4jResolverLog.java</class><start>35</start><end>37</end>,"['SwitchStatement', 'SwitchCase', 'BreakStatement']",error,$$$Empty Message$$$
<class>assembly.Slf4jResolverLog.java</class><start>38</start><end>40</end>,"['SwitchStatement', 'SwitchCase', 'BreakStatement', 'SwitchCase', 'BreakStatement']",warn,$$$Empty Message$$$
<class>assembly.Slf4jResolverLog.java</class><start>41</start><end>43</end>,"['SwitchStatement', 'SwitchCase', 'BreakStatement', 'SwitchCase', 'BreakStatement', 'SwitchCase', 'BreakStatement']",info,$$$Empty Message$$$
<class>assembly.Slf4jResolverLog.java</class><start>44</start><end>46</end>,"['SwitchStatement', 'SwitchCase', 'BreakStatement', 'SwitchCase', 'BreakStatement', 'SwitchCase', 'BreakStatement', 'SwitchCase', 'BreakStatement']",debug,$$$Empty Message$$$
<class>command.ProfileEdit.java</class><start>468</start><end>469</end>,"['TryStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'InfixExpression', 'StringLiteral', 'StringLiteral', 'IfStatement', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'InfixExpression', 'NumberLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ArrayAccess', 'NumberLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'WhileStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'CatchClause']",warn,Error while importing configuration {} to profile.
<class>support.TriggerJob.java</class><start>39</start><end>40</end>,"['TryStatement', 'IfStatement', 'PrefixExpression', 'MethodInvocation']",warn,Could not find a scheduled job with name 
<class>support.TriggerJob.java</class><start>42</start><end>43</end>,"['TryStatement', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'CatchClause']",error,Failed to trigger job {}
<class>support.ScriptJob.java</class><start>48</start><end>49</end>,"['TryStatement', 'VariableDeclarationExpression', 'VariableDeclarationFragment', 'MethodInvocation', 'ClassInstanceCreation', 'ArrayCreation', 'NumberLiteral', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'CatchClause']",warn,Error executing script
<class>support.CommandJob.java</class><start>41</start><end>42</end>,"['TryStatement', 'ExpressionStatement', 'MethodInvocation', 'CatchClause']",warn,Error executing scheduled command {}
<class>core.QuartzJobExecutor.java</class><start>51</start><end>52</end>,"['VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'CastExpression', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'ConditionalExpression', 'ParenthesizedExpression', 'InfixExpression', 'MethodInvocation', 'MethodInvocation', 'NullLiteral', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'NullLiteral', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'ConditionalExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'MethodInvocation', 'NullLiteral', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'ConditionalExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'ConditionalExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'CastExpression', 'MethodInvocation', 'TryStatement']",debug,Executing job {} with name {}
<class>core.QuartzJobExecutor.java</class><start>61</start><end>62</end>,"['VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'CastExpression', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'ConditionalExpression', 'ParenthesizedExpression', 'InfixExpression', 'MethodInvocation', 'MethodInvocation', 'NullLiteral', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'NullLiteral', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'ConditionalExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'MethodInvocation', 'NullLiteral', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'ConditionalExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'ConditionalExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'CastExpression', 'MethodInvocation', 'TryStatement', 'IfStatement', 'InstanceofExpression', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'CastExpression', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'CastExpression', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'IfStatement', 'InstanceofExpression', 'ExpressionStatement', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression']",error,Scheduled job {} is neither a job nor a runnable.
