Key,Values,Level,Message
<class>cdi.ConversationPropagator.java</class><start>230</start><end>365</end>,"['EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InstanceofExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'IfStatement', 'InstanceofExpression', 'ReturnStatement', 'BooleanLiteral', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'ReturnStatement', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ReturnStatement', 'BooleanLiteral', 'ReturnStatement', 'ReturnStatement', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ReturnStatement', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'ReturnStatement', 'WhileStatement', 'InstanceofExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'CastExpression', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'CastExpression', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'NullLiteral', 'StringLiteral', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'CastExpression', 'ReturnStatement', 'MethodInvocation', 'ReturnStatement', 'NullLiteral', 'IfStatement', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'ParenthesizedExpression', 'ConditionalExpression', 'InfixExpression', 'NullLiteral', 'StringLiteral', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'IfStatement', 'InstanceofExpression', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'ReturnStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'ReturnStatement', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'ExpressionStatement', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral']",debug,Propagating non-transient conversation {} via page parameters of handler {}
<class>cdi.ConversationPropagator.java</class><start>385</start><end>392</end>,"['IfStatement', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'PrefixExpression', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'ReturnStatement', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral']",debug,Auto-began conversation {} for page {}
<class>cdi.ConversationPropagator.java</class><start>402</start><end>411</end>,"['IfStatement', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'PrefixExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'ReturnStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation']",debug,Auto-ended conversation {} for page {}
<class>cdi.ConversationPropagator.java</class><start>274</start><end>438</end>,"['ReturnStatement', 'WhileStatement', 'InstanceofExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'CastExpression', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'CastExpression', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'NullLiteral', 'StringLiteral', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'CastExpression', 'ReturnStatement', 'MethodInvocation', 'ReturnStatement', 'NullLiteral', 'IfStatement', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'ParenthesizedExpression', 'ConditionalExpression', 'InfixExpression', 'NullLiteral', 'StringLiteral', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'IfStatement', 'InstanceofExpression', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'ReturnStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'ReturnStatement', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'ExpressionStatement', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InstanceofExpression', 'ReturnStatement', 'BooleanLiteral', 'ReturnStatement', 'BooleanLiteral', 'IfStatement', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'PrefixExpression', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'ReturnStatement', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'PrefixExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'ReturnStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ClassInstanceCreation', 'AnonymousClassDeclaration', 'MethodDeclaration', 'MarkerAnnotation', 'Modifier', 'IfStatement', 'InstanceofExpression', 'IfStatement', 'InstanceofExpression', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ReturnStatement', 'ConditionalExpression', 'InfixExpression', 'NullLiteral', 'BooleanLiteral']",debug,Propagating non-transient conversation {} via page parameters of handler {}
<class>cdi.ConversationPropagator.java</class><start>290</start><end>462</end>,"['ReturnStatement', 'NullLiteral', 'IfStatement', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'ParenthesizedExpression', 'ConditionalExpression', 'InfixExpression', 'NullLiteral', 'StringLiteral', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'IfStatement', 'InstanceofExpression', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'ReturnStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'ReturnStatement', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'ExpressionStatement', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InstanceofExpression', 'ReturnStatement', 'BooleanLiteral', 'ReturnStatement', 'BooleanLiteral', 'IfStatement', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'PrefixExpression', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'ReturnStatement', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'PrefixExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'ReturnStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ClassInstanceCreation', 'AnonymousClassDeclaration', 'MethodDeclaration', 'MarkerAnnotation', 'Modifier', 'IfStatement', 'InstanceofExpression', 'IfStatement', 'InstanceofExpression', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ReturnStatement', 'ConditionalExpression', 'InfixExpression', 'NullLiteral', 'BooleanLiteral', 'WhileStatement', 'InstanceofExpression', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'IfStatement', 'InstanceofExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'CastExpression', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'CastExpression', 'MethodInvocation', 'ReturnStatement', 'NullLiteral']",debug,Detaching transient conversation {} via meta of page instance {}
<class>cdi.DetachEventEmitter.java</class><start>68</start><end>68</end>,"['IfStatement', 'MethodInvocation', 'MethodInvocation']",debug,Firing Detach event {}
<class>cdi.DetachEventEmitter.java</class><start>70</start><end>72</end>,"['IfStatement', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral']",debug,Firing Detach event {}
<class>cdi.ConversationExpiryChecker.java</class><start>64</start><end>64</end>,"['IfStatement', 'InfixExpression', 'InstanceofExpression', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'InstanceofExpression', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation']",info,Conversation {} has expired for {}
<class>cdi.ConversationExpiryChecker.java</class><start>65</start><end>66</end>,"['IfStatement', 'InfixExpression', 'InstanceofExpression', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'InstanceofExpression', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ThrowStatement', 'ClassInstanceCreation', 'NullLiteral', 'MethodInvocation', 'MethodInvocation']",info,Conversation {} has expired for {}
<class>cdi.BeanManagerLookup.java</class><start>85</start><end>87</end>,"['TryStatement', 'ReturnStatement', 'MethodInvocation', 'StringLiteral', 'CatchClause', 'ReturnStatement', 'NullLiteral', 'TryStatement', 'ReturnStatement', 'MethodInvocation', 'StringLiteral', 'CatchClause', 'ReturnStatement', 'NullLiteral', 'TryStatement', 'ReturnStatement', 'MethodInvocation', 'MethodInvocation', 'CatchClause', 'ReturnStatement', 'NullLiteral']",debug,$$$Empty Message$$$
<class>cdi.AutoConversationManager.java</class><start>75</start><end>82</end>,"['IfStatement', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'ReturnStatement', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral']",debug,Auto-began conversation '{}' for page '{}'
<class>cdi.AutoConversationManager.java</class><start>92</start><end>102</end>,"['IfStatement', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'ReturnStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation']",debug,Auto-ended conversation '{}' for page '{}'
<class>wicket.Page.java</class><start>217</start><end>219</end>,"['IfStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'ThrowStatement', 'ClassInstanceCreation', 'InfixExpression', 'StringLiteral', 'StringLiteral', 'MethodInvocation']",debug,Rendered {}
<class>wicket.Page.java</class><start>394</start><end>475</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'NumberLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'NumberLiteral', 'ForStatement', 'VariableDeclarationExpression', 'VariableDeclarationFragment', 'InfixExpression', 'NullLiteral', 'Assignment', 'MethodInvocation', 'ForStatement', 'VariableDeclarationExpression', 'VariableDeclarationFragment', 'InfixExpression', 'NullLiteral', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'PostfixExpression', 'ExpressionStatement', 'PostfixExpression', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'MethodInvocation', 'CharacterLiteral', 'CharacterLiteral', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ReturnStatement', 'MethodInvocation', 'ReturnStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ReturnStatement', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'ReturnStatement', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'Assignment', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'ReturnStatement', 'BooleanLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'Assignment', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ClassInstanceCreation', 'AnonymousClassDeclaration', 'MethodDeclaration', 'MarkerAnnotation', 'Modifier', 'Modifier', 'Modifier']",warn,"Page ' | ' is not stateless because it is not bookmarkable,  | but the stateless hint is set to true!"
<class>wicket.Page.java</class><start>481</start><end>574</end>,"['IfStatement', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'Assignment', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'ReturnStatement', 'BooleanLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'Assignment', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ClassInstanceCreation', 'AnonymousClassDeclaration', 'MethodDeclaration', 'MarkerAnnotation', 'Modifier', 'Modifier', 'Modifier', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ReturnStatement', 'ExpressionStatement', 'Assignment', 'IfStatement', 'InfixExpression', 'PrefixExpression', 'MethodInvocation', 'ThrowStatement', 'ClassInstanceCreation', 'InfixExpression', 'StringLiteral', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'ThisExpression', 'ExpressionStatement', 'Assignment', 'NullLiteral', 'ReturnStatement', 'InfixExpression', 'StringLiteral', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'ClassInstanceCreation', 'AnonymousClassDeclaration', 'MethodDeclaration', 'MarkerAnnotation', 'Modifier', 'Modifier', 'Modifier']",debug,Page '{}' is not stateless because of component with path '{}'.
